id,worth in Billion USD,age,gender,Country,image,name,industry,company_name
7985,6.4,85.0,None,Germany,https://specials-images.forbesimg.com/imageserve/5a7e105931358e4955ad0e9b/416x416.jpg?background=000000&cropX1=2&cropX2=815&cropY1=29&cropY2=843,Erivan Haub,Fashion & Retail , retail
2496,6.4,45.0,Male,None,https://specials-images.forbesimg.com/imageserve/58093d3aa7ea435b91b047e0/416x416.jpg?background=000000&cropX1=61&cropX2=683&cropY1=45&cropY2=667,Jason Jiang,Media & Entertainment , advertising
5621,6.4,52.0,Male,None,https://specials-images.forbesimg.com/imageserve/5a80c2c74bbe6f2652f540c0/416x416.jpg?background=000000&cropX1=193&cropX2=1856&cropY1=32&cropY2=1696,Suleiman Kerimov,Finance and Investments , investments
8250,6.4,,Male,None,https://specials-images.forbesimg.com/imageserve/5ae0aff94bbe6f1adb89766d/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,Ian & Richard Livingstone,Real Estate , real estate
5967,6.4,62.0,Male,People's Republic of China,https://specials-images.forbesimg.com/imageserve/5ae0aff94bbe6f1adb89766d/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400,Pang Kang,Food and Beverage , soy sauce maker
7150,6.4,67.0,Male,United States,https://specials-images.forbesimg.com/imageserve/239960e569e988f52709225581a9680b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=71&cropY2=815,David Shaw,Finance and Investments , hedge funds
7863,6.4,86.0,Male,None,https://specials-images.forbesimg.com/imageserve/56ca6a42e4b062f6b59a3447/416x416.jpg?background=000000&cropX1=8&cropX2=744&cropY1=232&cropY2=968,Kushal Pal Singh,Real Estate , real estate
3375,6.4,79.0,Male,United States,https:http://specials-images.forbesimg.com/imageserve/47d41e6a7ea49d31cbada544a1ce4e5b/416x416.jpg?background=000000&cropX1=72&cropX2=623&cropY1=156&cropY2=707,John A. Sobrato,Real Estate , real estate
7438,6.3,45.0,None,None,https://specials-images.forbesimg.com/imageserve/5a7f023c4bbe6f2652f52cbd/416x416.jpg?background=000000&cropX1=90&cropX2=3361&cropY1=0&cropY2=3269,Acharya Balkrishna,Food and Beverage , consumer goods
8383,6.3,78.0,Male,None,https://specials-images.forbesimg.com/imageserve/5a7e150a31358e4955ad1011/416x416.jpg?background=000000&cropX1=1354&cropX2=4068&cropY1=6&cropY2=2721,Guenther Fielmann,Healthcare , optometry
5999,6.3,56.0,Male,United States,https:http://specials-images.forbesimg.com/imageserve/06641e28ba282906e7bed9e77d91e147/416x416.jpg?background=000000&cropX1=60&cropX2=704&cropY1=63&cropY2=708,Daniel Gilbert,Finance and Investments , Quicken Loans
5702,6.3,74.0,Female,Sweden,https://specials-images.forbesimg.com/imageserve/5a811abd4bbe6f2652f545ab/416x416.jpg?background=000000&cropX1=42&cropX2=1017&cropY1=87&cropY2=1063,Antonia Johnson,Diversified , diversified
9726,6.3,76.0,None,India,https:http://specials-images.forbesimg.com/imageserve/0b7489a98478ffa10c1fd6d222657941/416x416.jpg?background=000000&cropX1=31&cropX2=744&cropY1=66&cropY2=780,Vikram Lal,Automotive , motorcycles
4432,6.3,81.0,Male,None,https://specials-images.forbesimg.com/imageserve/5ac24f4aa7ea432fbc1dc831/416x416.jpg?background=000000&cropX1=731&cropX2=3394&cropY1=6&cropY2=2667,Akira Mori,Real Estate , real estate
9618,6.3,76.0,None,None,https://specials-images.forbesimg.com/imageserve/5a7e2d4a31358e4955ad1176/416x416.jpg?background=000000&cropX1=248&cropX2=1793&cropY1=112&cropY2=1658,Maria-Elisabeth Schaeffler-Thumann,Automotive , auto parts
7832,6.2,92.0,Male,None,https://specials-images.forbesimg.com/imageserve/5a7b77a74bbe6f2652f4ee6d/416x416.jpg?background=000000&cropX1=9&cropX2=2000&cropY1=64&cropY2=2057,Albert Frere,Finance and Investments , investments
5816,6.2,73.0,None,United States,https://specials-images.forbesimg.com/imageserve/59d590eea7ea436b47b3749e/416x416.jpg?background=000000&cropX1=266&cropX2=966&cropY1=8&cropY2=708,Richard Kinder,Energy , pipelines
8115,6.2,77.0,Male,None,https://specials-images.forbesimg.com/imageserve/59d59588a7ea436b47b374e0/416x416.jpg?background=000000&cropX1=1168&cropX2=4616&cropY1=395&cropY2=3840,Robert Kraft,Sports , New England Patriots
8535,6.2,78.0,Male,None,https://specials-images.forbesimg.com/imageserve/59d5998e31358e542c035755/416x416.jpg?background=000000&cropX1=735&cropX2=2223&cropY1=407&cropY2=1897,Ralph Lauren,Fashion & Retail , Ralph Lauren
1576,6.2,85.0,Male,None,https://specials-images.forbesimg.com/imageserve/5a70f09e4bbe6f2652f40d95/416x416.jpg?background=000000&cropX1=65&cropX2=241&cropY1=0&cropY2=176,Bruno Schroder,Finance and Investments , banking
8926,6.2,74.0,None,India,https://specials-images.forbesimg.com/imageserve/5a7f401931358e4955ad1aa8/416x416.jpg?background=000000&cropX1=4&cropX2=1854&cropY1=296&cropY2=2147,Nusli Wadia,Food and Beverage , consumer goods
2910,6.1,88.0,None,None,https://specials-images.forbesimg.com/imageserve/5a7dfbc04bbe6f2652f521fb/416x416.jpg?background=000000&cropX1=120&cropX2=1944&cropY1=191&cropY2=2017,Pierre Bellon,Service , food services
9845,6.1,80.0,None,None,https://specials-images.forbesimg.com/imageserve/59d590304bbe6f37dda0045f/416x416.jpg?background=000000&cropX1=524&cropX2=2358&cropY1=509&cropY2=2343,Les Wexner,Fashion & Retail , retail
4413,6.0,87.0,Male,None,https://specials-images.forbesimg.com/imageserve/a2452fb4fb9048a14be1e743af0f06bc/416x416.jpg?background=000000&cropX1=24&cropX2=721&cropY1=0&cropY2=698,Benu Gopal Bangur,Manufacturing , cement
5329,6.0,67.0,Male,Canada,https://specials-images.forbesimg.com/imageserve/5a676a6331358e4955ab6cf1/416x416.jpg?background=000000&cropX1=67&cropX2=347&cropY1=0&cropY2=280,David Cheriton,Technology , Google
7075,6.0,54.0,Male,China,https://specials-images.forbesimg.com/imageserve/561faff9e4b0ffa7afe5e200/416x416.jpg?background=000000&cropX1=6&cropX2=744&cropY1=5&cropY2=743,Ma Jianrong,Fashion & Retail ," textiles, apparel"
6553,6.0,88.0,None,United States,https:http://specials-images.forbesimg.com/imageserve/16a0f086c025bdce59c284f3d75123e0/416x416.jpg?background=000000&cropX1=156&cropX2=588&cropY1=93&cropY2=525,Whitney Macmillan,Food and Beverage , Cargill
4840,6.0,71.0,Male,Sweden,https://specials-images.forbesimg.com/imageserve/d201191c67a794148183778ea76d7076/416x416.jpg?background=000000&cropX1=34&cropX2=677&cropY1=82&cropY2=725,Dan Olsson,Diversified , diversified
6007,6.0,61.0,None,Australia,https:http://specials-images.forbesimg.com/imageserve/57d8881f4bbe6f6781c4f08c/416x416.jpg?background=000000&cropX1=188&cropX2=470&cropY1=216&cropY2=498,Vivek Chaand Sehgal,Automotive , auto parts
7649,6.0,88.0,Male,None,https://specials-images.forbesimg.com/imageserve/5a95531c4bbe6f0fa826ad63/416x416.jpg?background=000000&cropX1=0&cropX2=1775&cropY1=132&cropY2=1908,Teh Hong Piow,Finance and Investments , banking
9335,5.9,,Male,None,https://specials-images.forbesimg.com/imageserve/5a988f2e4bbe6f0fa8271657/416x416.jpg?background=000000&cropX1=648&cropX2=1589&cropY1=256&cropY2=1197,Abdulla Bin Ahmad Al Ghurair,Diversified , diversified
7501,5.9,55.0,None,None,https://specials-images.forbesimg.com/imageserve/5a7fceaf31358e4955ad222e/416x416.jpg?background=000000&cropX1=98&cropX2=687&cropY1=18&cropY2=608,Maria Asuncion Aramburuzabala,Food and Beverage ," beer, investments"
6811,5.9,54.0,None,None,https://specials-images.forbesimg.com/imageserve/5a7e38654bbe6f2652f52881/416x416.jpg?background=000000&cropX1=678&cropX2=3042&cropY1=0&cropY2=2362,Ralph Dommermuth,Technology , internet service provider
6545,5.9,87.0,Male,Australia,https://specials-images.forbesimg.com/imageserve/5a7a522a31358e4955acc824/416x416.jpg?background=000000&cropX1=485&cropX2=4136&cropY1=0&cropY2=3648,Frank Lowy,Real Estate , shopping malls
5604,5.9,77.0,None,None,https://specials-images.forbesimg.com/imageserve/d4e1b786bed9a846ef47921e722ebb05/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=84&cropY2=827,Wolfgang Marguerre,Healthcare , pharmaceuticals
1657,5.9,53.0,Female,United States,https://specials-images.forbesimg.com/imageserve/d4e1b786bed9a846ef47921e722ebb05/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=84&cropY2=827,Marijke Mars,Food and Beverage ," candy, pet food"
3648,5.9,57.0,Female,None,https://specials-images.forbesimg.com/imageserve/59d5935a4bbe6f37dda0047a/416x416.jpg?background=000000&cropX1=56&cropX2=877&cropY1=16&cropY2=838,Pamela Mars,Food and Beverage ," candy, pet food"
6573,5.9,59.0,Female,None,https://specials-images.forbesimg.com/imageserve/59d5935a4bbe6f37dda0047a/416x416.jpg?background=000000&cropX1=56&cropX2=877&cropY1=16&cropY2=838,Valerie Mars,Food and Beverage ," candy, pet food"
6040,5.9,61.0,None,None,https://specials-images.forbesimg.com/imageserve/59d593da4bbe6f37dda0048f/416x416.jpg?background=000000&cropX1=154&cropX2=586&cropY1=99&cropY2=531,Victoria Mars,Food and Beverage ," candy, pet food"
9817,5.8,84.0,Male,United Kingdom,https://specials-images.forbesimg.com/imageserve/5a8157144bbe6f2652f547cd/416x416.jpg?background=000000&cropX1=331&cropX2=1779&cropY1=13&cropY2=1460,David & Frederick Barclay,Diversified ," media, retail"
1691,5.8,91.0,Male,None,https://specials-images.forbesimg.com/imageserve/d70e19d44da6ed97af796d410314cc69/416x416.jpg?background=000000&cropX1=206&cropX2=646&cropY1=44&cropY2=484,"John Gokongwei, Jr.",Diversified , food and beverage
5879,5.8,44.0,Male,None,https://specials-images.forbesimg.com/imageserve/553927aae4b0bacdbd748e49/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=6&cropY2=747,Kwon Hyuk-Bin,Technology , online games
1246,5.8,67.0,Female,None,https://specials-images.forbesimg.com/imageserve/55fa16f3e4b0ffa7afe4ad04/416x416.jpg?background=000000&cropX1=124&cropX2=617&cropY1=81&cropY2=574,Nancy Walton Laurie,Fashion & Retail , Walmart
1247,5.8,81.0,Male,None,https://specials-images.forbesimg.com/imageserve/594bfd4a4bbe6f18d786e5aa/416x416.jpg?background=000000&cropX1=289&cropX2=1912&cropY1=4&cropY2=1625,Lin Yu-Ling,Real Estate , real estate
6055,5.8,81.0,,United States,https://specials-images.forbesimg.com/imageserve/59d65c8c31358e542c035e22/416x416.jpg?background=000000&cropX1=447&cropX2=2640&cropY1=319&cropY2=2512,Tom & Judy Love,Fashion & Retail , retail & gas stations
8682,5.8,64.0,Male,USA,https://specials-images.forbesimg.com/imageserve/59d6500131358e542c035c5d/416x416.jpg?background=000000&cropX1=64&cropX2=496&cropY1=48&cropY2=480,Robert Rowling,Energy , investments
6303,5.8,83.0,Male,United States,https://specials-images.forbesimg.com/imageserve/198d7ce586e3b44a8067f1e6bdd424f2/416x416.jpg?background=000000&cropX1=282&cropX2=491&cropY1=160&cropY2=369,Dennis Washington,Logistics ," construction, mining"
7716,5.8,53.0,Male,China,https://specials-images.forbesimg.com/imageserve/5a0b22bda7ea436b47b559f2/416x416.jpg?background=000000&cropX1=896&cropX2=2137&cropY1=260&cropY2=1501,Yao Liangsong,Manufacturing , furniture
1027,5.8,55.0,Male,People's Republic of China,https://specials-images.forbesimg.com/imageserve/5a7d20f7a7ea431690130ec7/416x416.jpg?background=000000&cropX1=2&cropX2=678&cropY1=45&cropY2=722,Zhang Jindong,Fashion & Retail , appliance retailer
8428,5.7,78.0,None,Mexico,https://specials-images.forbesimg.com/imageserve/5a7fcded31358e4955ad2229/416x416.jpg?background=000000&cropX1=468&cropX2=1472&cropY1=159&cropY2=1163,Juan Francisco Beckmann Vidal,Food and Beverage , tequila
5194,5.7,66.0,Male,None,https:http://specials-images.forbesimg.com/imageserve/56dbf33ff9a34972aa0637c95ea9c36b/416x416.jpg?background=000000&cropX1=60&cropX2=635&cropY1=116&cropY2=691,David Sun,Technology , computer hardware
2124,5.7,76.0,Male,None,https:http://specials-images.forbesimg.com/imageserve/a8e97df48d0b22d58aa783577ec6c714/416x416.jpg?background=000000&cropX1=95&cropX2=609&cropY1=89&cropY2=603,John Tu,Technology , computer hardware
2976,5.7,64.0,Male,None,https://specials-images.forbesimg.com/imageserve/5a7e2d9d4bbe6f2652f5276a/416x416.jpg?background=000000&cropX1=718&cropX2=3985&cropY1=0&cropY2=3266,Martin Viessmann,Manufacturing , heating equipment
2996,5.7,91.0,Male,None,https://specials-images.forbesimg.com/imageserve/5a7f7e2a4bbe6f2652f532b1/416x416.jpg?background=000000&cropX1=150&cropX2=2485&cropY1=0&cropY2=2333,Stef Wertheimer,Manufacturing , metalworking tools
2460,5.7,83.0,Male,Switzerland,https://specials-images.forbesimg.com/imageserve/5a81269031358e4955ad311c/416x416.jpg?background=000000&cropX1=127&cropX2=984&cropY1=71&cropY2=928,Hansjoerg Wyss,Healthcare , medical devices
7170,5.6,71.0,None,None,https://specials-images.forbesimg.com/imageserve/5a96d079a7ea434a0c2787fb/416x416.jpg?background=000000&cropX1=1051&cropX2=2694&cropY1=844&cropY2=2488,James Dyson,Manufacturing , vacuums
7410,5.6,80.0,Male,United Kingdom,https://specials-images.forbesimg.com/imageserve/5a815de8a7ea4316901342af/416x416.jpg?background=000000&cropX1=205&cropX2=1196&cropY1=10&cropY2=1001,Laurence Graff,Fashion & Retail , diamond jewelry
3929,5.6,55.0,None,United States,https://specials-images.forbesimg.com/imageserve/59d7e06331358e542c036d4d/416x416.jpg?background=000000&cropX1=920&cropX2=2166&cropY1=1080&cropY2=2326,Jen-Hsun Huang,Technology , semiconductors
2201,5.6,85.0,Male,United States,https://specials-images.forbesimg.com/imageserve/59d596e94bbe6f37dda00492/416x416.jpg?background=000000&cropX1=1056&cropX2=2599&cropY1=320&cropY2=1863,Charles Johnson,Finance and Investments , money management
5429,5.6,75.0,Male,United States,https://specials-images.forbesimg.com/imageserve/5a8da95231358e4955adf510/416x416.jpg?background=000000&cropX1=765&cropX2=3552&cropY1=297&cropY2=3084,Jerry Jones,Sports , Dallas Cowboys
9371,5.6,52.0,Male,China,https://specials-images.forbesimg.com/imageserve/1fa4a144289692d99fbce365c9d33f87/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=3&cropY2=744,Kei Hoi Pang,Real Estate , real estate
3236,5.6,,Male,Singapore,https://specials-images.forbesimg.com/imageserve/6c8f2163dc502eb7562971f3f311e036/416x416.jpg?background=000000&cropX1=361&cropX2=3071&cropY1=626&cropY2=3338,Kwee Family,Real Estate , Real Estate
4136,5.6,79.0,Male,None,https://specials-images.forbesimg.com/imageserve/e5c176130a3760d9c0d50372abdb3d15/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=131&cropY2=875,Lee Shin Cheng,Manufacturing ," palm oil, property"
1256,5.6,72.0,Male,United States,https://specials-images.forbesimg.com/imageserve/5a8da99e4bbe6f2652f620cd/416x416.jpg?background=000000&cropX1=9&cropX2=2000&cropY1=304&cropY2=2297,Richard Lefrak,Real Estate , real estate
3005,5.6,73.0,Male,Japan,https://specials-images.forbesimg.com/imageserve/5ac24fd1a7ea432fbc1dc84d/416x416.jpg?background=000000&cropX1=326&cropX2=2652&cropY1=229&cropY2=2557,Shigenobu Nagamori,Manufacturing , motors
7673,5.6,67.0,None,None,https://specials-images.forbesimg.com/imageserve/55fa1974e4b0ffa7afe4ad15/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=19&cropY2=763,Steven Rales,Manufacturing , manufacturing
3095,5.6,75.0,None,None,https://specials-images.forbesimg.com/imageserve/5a7e1184a7ea431690131fad/416x416.jpg?background=000000&cropX1=1496&cropX2=4937&cropY1=0&cropY2=3439,Friede Springer,Media & Entertainment , publishing
5021,5.6,54.0,Male,Hong Kong,https://specials-images.forbesimg.com/imageserve/56fc2c24e4b009bee2227b07/416x416.jpg?background=000000&cropX1=16&cropX2=733&cropY1=24&cropY2=741,Yeung Kin-Man,Manufacturing , electronics
9750,5.5,51.0,Male,None,https://specials-images.forbesimg.com/imageserve/5a814ec531358e4955ad3316/416x416.jpg?background=000000&cropX1=5&cropX2=1151&cropY1=59&cropY2=1206,Rinat Akhmetov,Metals & Mining ," steel, coal"
8198,5.5,60.0,Female,None,https://specials-images.forbesimg.com/imageserve/3eda39cc3957e62baacfa44070afb0e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=16&cropY2=760,Shari Arison,Service , Carnival Cruises
6305,5.5,54.0,Female,None,https://specials-images.forbesimg.com/imageserve/3eda39cc3957e62baacfa44070afb0e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=16&cropY2=760,Dannine Avara,Energy , pipelines
3009,5.5,42.0,Female,None,https://specials-images.forbesimg.com/imageserve/5a812bbe4bbe6f2652f54644/416x416.jpg?background=000000&cropX1=16&cropX2=570&cropY1=54&cropY2=608,Rahel Blocher,Manufacturing , chemicals
3255,5.5,62.0,Male,None,https://specials-images.forbesimg.com/imageserve/58a0ae994bbe6f0e55869b78/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=24&cropY2=767,Andrew Currie,Manufacturing , chemicals
7585,5.5,34.0,Male,USA,https://specials-images.forbesimg.com/imageserve/58a0ae994bbe6f0e55869b78/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=24&cropY2=767,Scott Duncan,Energy , pipelines
8475,5.5,48.0,Female,USA,https:http://specials-images.forbesimg.com/imageserve/087ea54ecfa62609c6cafe4bd4410588/416x416.jpg?background=000000&cropX1=0&cropX2=548&cropY1=24&cropY2=572,Milane Frantz,Energy , pipelines
4414,5.5,71.0,None,United States,https://specials-images.forbesimg.com/imageserve/59148f4131358e03e558fd14/416x416.jpg?background=000000&cropX1=92&cropX2=377&cropY1=145&cropY2=430,Diane Hendricks,Construction & Engineering , roofing
6197,5.5,49.0,Female,Switzerland,https://specials-images.forbesimg.com/imageserve/5a8127ec31358e4955ad3131/416x416.jpg?background=000000&cropX1=33&cropX2=1496&cropY1=51&cropY2=1513,Magdalena Martullo-Blocher,Manufacturing , chemicals
8417,5.5,53.0,None,Japan,https://specials-images.forbesimg.com/imageserve/5ac2504c4bbe6f2310f13b42/416x416.jpg?background=000000&cropX1=1729&cropX2=4186&cropY1=1222&cropY2=3681,Hiroshi Mikitani,Fashion & Retail , online retail
2007,5.5,55.0,None,United States,https://specials-images.forbesimg.com/imageserve/9efa03c25417e97cae2969a1a4c60335/416x416.jpg?background=000000&cropX1=6&cropX2=663&cropY1=189&cropY2=846,Gabe Newell,Gambling & Casinos , videogames
4546,5.5,55.0,Male,Hong Kong,https://specials-images.forbesimg.com/imageserve/5a57a031a7ea431690109c30/416x416.jpg?background=000000&cropX1=0&cropX2=1584&cropY1=133&cropY2=1716,Pan Sutong,Real Estate ," real estate, finance"
1814,5.5,58.0,Male,Australia,https://specials-images.forbesimg.com/imageserve/59f740c331358e542c046b95/416x416.jpg?background=000000&cropX1=69&cropX2=930&cropY1=93&cropY2=954,Anthony Pratt,Manufacturing , manufacturing
1350,5.5,61.0,None,None,https://specials-images.forbesimg.com/imageserve/58a0baa54bbe6f0e55869bfa/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=77&cropY2=821,John Reece,Manufacturing , chemicals
8351,5.5,56.0,None,None,https://specials-images.forbesimg.com/imageserve/08e1b96a529223a3ac25ca9a21cc8092/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=61&cropY2=805,Randa Williams,Energy , pipelines
6984,5.5,38.0,Male,None,https://specials-images.forbesimg.com/imageserve/5a7d1eb7a7ea431690130eaa/416x416.jpg?background=000000&cropX1=432&cropX2=1255&cropY1=131&cropY2=954,Zhang Bangxin,Service , after-school tutoring
4427,5.5,71.0,None,None,https://specials-images.forbesimg.com/imageserve/561faedfe4b0ffa7afe5e1f7/416x416.jpg?background=000000&cropX1=34&cropX2=744&cropY1=343&cropY2=1054,Zhang Shiping,Metals & Mining , aluminum products
6665,5.4,51.0,Male,France,https://specials-images.forbesimg.com/imageserve/5a953ea1a7ea434a0c275f32/416x416.jpg?background=000000&cropX1=756&cropX2=2664&cropY1=0&cropY2=1906,Jean-Michel Besnier,Food and Beverage , cheese
7751,5.4,36.0,Female,None,https://specials-images.forbesimg.com/imageserve/5a953ea1a7ea434a0c275f32/416x416.jpg?background=000000&cropX1=756&cropX2=2664&cropY1=0&cropY2=1906,Marie Besnier Beauvalot,Food and Beverage , cheese
6053,5.4,92.0,Male,None,https://specials-images.forbesimg.com/imageserve/57e05bec4bbe6f6781c5259e/416x416.jpg?background=000000&cropX1=217&cropX2=736&cropY1=15&cropY2=534,Richard Devos,Service , Amway
5172,5.4,74.0,None,None,https://specials-images.forbesimg.com/imageserve/639efe5158324638ac90ee5b98fc76f0/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=100&cropY2=843,Michael Herz,Fashion & Retail , coffee
2941,5.4,67.0,None,Germany,https://specials-images.forbesimg.com/imageserve/5a7e5fd54bbe6f2652f52a24/416x416.jpg?background=000000&cropX1=0&cropX2=2624&cropY1=256&cropY2=2881,Wolfgang Herz,Fashion & Retail , coffee
3605,5.4,70.0,Male,None,https://specials-images.forbesimg.com/imageserve/5a7dd83aa7ea43169013181a/416x416.jpg?background=000000&cropX1=3&cropX2=1380&cropY1=191&cropY2=1568,Kjeld Kirk Kristiansen,Manufacturing , Lego
5538,5.4,42.0,Female,Denmark,https://specials-images.forbesimg.com/imageserve/5a7dd83aa7ea43169013181a/416x416.jpg?background=000000&cropX1=3&cropX2=1380&cropY1=191&cropY2=1568,Sofie Kirk Kristiansen,Manufacturing , Lego
5514,5.4,,Male,Denmark,https://specials-images.forbesimg.com/imageserve/5a8709334bbe6f2652f5bfdb/416x416.jpg?background=000000&cropX1=86&cropX2=713&cropY1=111&cropY2=737,Thomas Kirk Kristiansen,Manufacturing , Lego
5131,5.4,,Female,Hong Kong,https://specials-images.forbesimg.com/imageserve/5a8709334bbe6f2652f5bfdb/416x416.jpg?background=000000&cropX1=86&cropX2=713&cropY1=111&cropY2=737,Lam Wai Ying,Manufacturing , smartphone screens
7774,5.4,62.0,None,None,https:http://specials-images.forbesimg.com/imageserve/c6c43100dbae28f161e7055a5e75f340/416x416.jpg?background=000000&cropX1=8&cropX2=591&cropY1=105&cropY2=688,Lin Xiucheng,Technology , electronics
8327,5.4,56.0,None,None,https://specials-images.forbesimg.com/imageserve/5a8128b34bbe6f2652f54640/416x416.jpg?background=000000&cropX1=91&cropX2=1241&cropY1=197&cropY2=1346,Margarita Louis-Dreyfus,Food and Beverage , commodities
7788,5.4,74.0,Male,None,https://specials-images.forbesimg.com/imageserve/59d64f804bbe6f37dda00abe/416x416.jpg?background=000000&cropX1=726&cropX2=3183&cropY1=63&cropY2=2519,George Roberts,Finance and Investments , private equity
4211,5.4,79.0,Male,United States,https://specials-images.forbesimg.com/imageserve/57e0613b4bbe6f6781c525d6/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=153&cropY2=897,"Edward Roski, Jr.",Real Estate , real estate
2276,5.4,,Female,Denmark,https://specials-images.forbesimg.com/imageserve/5a87083431358e4955ad9fd8/416x416.jpg?background=000000&cropX1=546&cropX2=1857&cropY1=0&cropY2=1312,Agnete Kirk Thinggaard,Manufacturing , Lego
4541,5.3,65.0,Male,None,https://specials-images.forbesimg.com/imageserve/5a7fd8c84bbe6f2652f53737/416x416.jpg?background=000000&cropX1=282&cropX2=1706&cropY1=0&cropY2=1424,Mike Adenuga,Diversified ," telecom, oil"
4148,5.3,75.0,Male,None,https://specials-images.forbesimg.com/imageserve/5a8ddcc64bbe6f2652f62868/416x416.jpg?background=000000&cropX1=2456&cropX2=3916&cropY1=779&cropY2=2238,Jim Davis,Manufacturing , New Balance
9487,5.3,52.0,Male,United States,https://specials-images.forbesimg.com/imageserve/5a7de49131358e4955ad092f/416x416.jpg?background=000000&cropX1=1014&cropX2=4154&cropY1=126&cropY2=3264,David Filo,Technology , Yahoo
9762,5.3,55.0,Female,Hong Kong,https://specials-images.forbesimg.com/imageserve/5a7e73f131358e4955ad1472/416x416.jpg?background=000000&cropX1=185&cropX2=1587&cropY1=304&cropY2=1707,Pansy Ho,Gambling & Casinos , casinos
7612,5.3,74.0,Male,None,https://specials-images.forbesimg.com/imageserve/5a8da9054bbe6f2652f620b4/416x416.jpg?background=000000&cropX1=472&cropX2=1681&cropY1=171&cropY2=1380,Henry Kravis,Finance and Investments , private equity
1068,5.3,81.0,Male,None,https://specials-images.forbesimg.com/imageserve/5a7ba7ef4bbe6f2652f4f2de/416x416.jpg?background=000000&cropX1=690&cropX2=2779&cropY1=601&cropY2=2691,Emanuele (Lino) Saputo,Food and Beverage , cheese
3499,5.3,83.0,None,None,https://specials-images.forbesimg.com/imageserve/5a7ba7ef4bbe6f2652f4f2de/416x416.jpg?background=000000&cropX1=690&cropX2=2779&cropY1=601&cropY2=2691,Xu Chuanhua,Manufacturing ," chemicals, logistics"
6717,5.2,59.0,Male,None,https://specials-images.forbesimg.com/imageserve/5a808807a7ea43169013395c/416x416.jpg?background=000000&cropX1=491&cropX2=1657&cropY1=61&cropY2=1226,Alexander Abramov,Metals & Mining ," steel, mining"
6328,5.2,69.0,None,United States,https://specials-images.forbesimg.com/imageserve/55fa0dd9e4b0ffa7afe4acc0/416x416.jpg?background=000000&cropX1=34&cropX2=619&cropY1=60&cropY2=645,Israel Englander,Finance and Investments , hedge funds
4415,5.2,84.0,Male,None,https://specials-images.forbesimg.com/imageserve/58a37faca7ea431f32198552/416x416.jpg?background=000000&cropX1=132&cropX2=461&cropY1=182&cropY2=511,Frits Goldschmeding,Service , temp agency
6766,5.2,85.0,Female,None,https://specials-images.forbesimg.com/imageserve/58aca06f31358e1a35abc56d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=89&cropY2=833,Marian Ilitch,Food and Beverage ," pizza, sports team"
9105,5.2,73.0,Male,None,https://specials-images.forbesimg.com/imageserve/57e05cda31358e16c589b926/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=26&cropY2=769,Bruce Kovner,Finance and Investments , hedge funds
2188,5.2,74.0,Male,None,https://specials-images.forbesimg.com/imageserve/5a8da89f31358e4955adf4c9/416x416.jpg?background=000000&cropX1=261&cropX2=1671&cropY1=219&cropY2=1629,George Lucas,Media & Entertainment , Star Wars
3395,5.2,52.0,Male,None,https://specials-images.forbesimg.com/imageserve/59cc09144bbe6f37dd9f9044/416x416.jpg?background=000000&cropX1=774&cropX2=3152&cropY1=5&cropY2=2384,Kalanithi Maran,Media & Entertainment , media
3920,5.2,77.0,None,None,https://specials-images.forbesimg.com/imageserve/5a7e1011a7ea431690131f77/416x416.jpg?background=000000&cropX1=1434&cropX2=4626&cropY1=7&cropY2=3196,Elisabeth Mohn,Media & Entertainment , publishing
1695,5.2,77.0,Male,USA,https://specials-images.forbesimg.com/imageserve/30280b1006a2e237496205f17ab820a9/416x416.jpg?background=000000&cropX1=24&cropX2=704&cropY1=42&cropY2=722,"Robert Rich, Jr.",Food and Beverage , frozen foods
4784,5.2,52.0,Male,None,https://specials-images.forbesimg.com/imageserve/5a7cf5cba7ea431690130d1e/416x416.jpg?background=000000&cropX1=1031&cropX2=4249&cropY1=7&cropY2=3225,Wang Chuanfu,Automotive ," batteries, automobiles"
1216,5.1,83.0,Female,None,https://specials-images.forbesimg.com/imageserve/5a7cf5cba7ea431690130d1e/416x416.jpg?background=000000&cropX1=1031&cropX2=4249&cropY1=7&cropY2=3225,Maria Fernanda Amorim,Diversified ," energy, investments"
